state,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
NE,-0.07124,0.037381818181818176,-0.032180952380952386,0.02613499999999999,-0.02560454545454545,-0.021178260869565216,-0.0032043478260869486,-0.0496,0.035947619047619034,-0.029240909090909085,0.04535454545454545,-0.06428636363636366,0.03403333333333332,0.011280000000000012,-0.008154999999999992,-0.03196818181818181,0.03334736842105263,0.035477777777777754,-0.003468750000000003,0.07530077264862355
NV,-0.06342500000000001,-0.053174999999999945,-0.016150000000000015,-0.0005500000000000319,-0.12743333333333332,0.07557142857142858,0.1011375,-0.05470000000000002,0.03333750000000002,0.104175,-0.015028571428571455,0.024360000000000027,0.016383333333333343,-0.06784444444444447,0.0155,-0.006211111111111118,0.15746666666666667,-0.06257142857142857,-0.025837499999999992,0.030085976412828546
NH,-0.017522222222222224,-0.0003080000000000038,-0.029124999999999984,-0.009600000000000025,0.0008894736842105276,-0.013436842105263145,0.0006941176470588157,0.03109411764705885,0.025892307692307694,-0.016184615384615395,0.0018785714285714339,0.0008357142857142967,-0.0021666666666666687,0.007342857142857133,0.013538461538461525,0.02691538461538462,-0.03717692307692307,0.09237142857142858,-0.003592857142857136,0.02885257438425306
NJ,-0.011707499999999987,0.01832340425531915,0.008517021276595742,0.00024285714285714215,-0.009128571428571427,-0.017671186440677947,-0.007158620689655184,0.0262,0.009158536585365862,0.025797499999999994,-0.029585714285714285,0.025705000000000013,0.01728048780487806,-0.021507142857142864,0.028513333333333335,0.051512244897959206,-0.014955319148936176,0.009005882352941167,0.026603703703703692,-0.01773428546884159
NM,-0.03214545454545456,-0.00011499999999996513,0.009240909090909062,0.01811904761904764,0.0034799999999999857,0.021363636363636383,-0.04454782608695655,0.08551428571428568,-0.08523888888888888,0.03231111111111111,0.004705555555555577,-0.005858823529411776,-0.10637647058823534,-0.03448333333333334,-0.017099999999999994,0.029233333333333333,0.07695,0.02592352941176469,0.03390000000000004,-0.05170817555506127
NY,-0.01973455497382199,-0.024061467889908247,0.009207511737089181,-0.01943317535545024,-0.019490867579908675,-0.008804147465437782,-0.010418691588785042,0.01774928909952607,0.004735057471264373,0.006045180722891567,0.004597802197802194,0.013756818181818186,0.007682558139534882,0.008617582417582413,0.001669109947643983,0.02875678391959799,-0.014972251308900536,0.0068216748768472986,0.009022,0.01750574754000765
NC,-0.02309444444444443,0.017091525423728812,-0.04467833333333331,0.023089830508474588,-0.039022033898305074,-0.004377419354838709,-0.049007936507936514,-0.005761194029850745,0.0025514705882352957,0.04028923076923077,-0.021128787878787882,0.00631846153846154,0.013861971830985921,0.015499999999999986,-0.012179365079365082,0.015036923076923068,-0.00947499999999999,0.023507812500000003,0.029195238095238076,0.030643176714604856
ND,0.06292857142857142,0.09494285714285715,-0.017228571428571433,-0.021637499999999983,0.00043333333333332263,-0.044066666666666664,-0.05678333333333332,0.018266666666666636,-0.003466666666666655,-0.08418888888888891,-0.005377777777777765,-0.013644444444444447,0.049671428571428554,0.07205000000000002,0.006225000000000015,-0.026266666666666685,0.07991250000000003,0.00613749999999999,0.004724999999999993,0.0440274022107625
OH,-0.024571028037383192,-0.006360344827586183,-0.00862377049180327,0.008748717948717953,-0.0126430894308943,-0.0034658730158730155,-0.005018518518518524,0.012191095890410952,-0.01703304347826087,0.05295555555555554,-0.010156410256410255,-0.0016130841121495252,0.01213627450980391,-0.00033301886792452774,0.0009210000000000018,-0.010043396226415098,0.009298076923076933,-0.0034470588235294155,0.018632000000000003,-0.014205401130806598
OK,0.010004761904761909,-0.05703571428571429,-0.024651851851851838,0.029109374999999993,-0.02258124999999999,-0.09268055555555556,0.07794705882352938,0.025711764705882337,-0.079790625,-0.017631034482758615,0.016551612903225803,0.03502307692307692,0.008424137931034486,-0.047821428571428584,-0.019460869565217382,0.06348333333333334,-0.03133749999999998,0.013057142857142837,0.0305263157894737,0.026236147525196495
OR,-0.05642413793103448,-0.010217857142857131,0.03632999999999999,-0.026453333333333332,-0.002262499999999997,0.0048636363636363625,0.014096969696969695,-0.020032258064516133,-0.025937931034482768,-0.006636363636363625,0.016959374999999985,-0.0015709677419354614,0.035124999999999976,0.002818750000000002,0.02890689655172414,0.014948275862068958,0.017182142857142868,0.02479615384615385,0.0035879999999999957,-0.03984220422586556
PA,-0.01847696335078534,-0.005626540284360201,-0.021656132075471693,0.0033850241545893694,-0.004405911330049259,0.0008365000000000059,-0.027429896907216506,0.01925333333333334,-0.0031783132530120504,0.033445,-0.00966878612716761,0.03339190751445092,0.0176233918128655,-0.0023886904761904726,0.014093749999999992,0.004665408805031449,0.006005769230769237,0.02415290322580649,0.006255555555555566,0.04230808482794791
RI,-0.03604545454545454,0.03776363636363636,0.009109999999999993,-0.017910000000000002,-0.025,-0.014727272727272717,0.006354545454545463,0.00930909090909088,0.06795,0.005500000000000022,-0.012407692307692312,0.005092307692307677,-0.006438461538461528,0.01719166666666667,0.0031749999999999903,-0.003033333333333338,0.01838333333333335,0.008723076923076929,0.029249999999999967,-0.009896947938351526
SC,-0.0187,0.008769999999999995,0.02584250000000001,-0.00397000000000001,-0.0222731707317073,0.005387179487179486,-0.039192500000000005,0.03255238095238095,-0.0012511627906976748,0.02811333333333334,0.0030604166666666627,-0.012688095238095234,-0.021681818181818174,0.013011904761904749,0.0045756756756756755,-0.014597297297297303,-0.005205555555555553,0.03664857142857143,0.03127631578947367,0.039789307001463936
SD,0.04683333333333333,-0.023342857142857148,-0.07128571428571429,0.032750000000000015,0.030093750000000006,-0.03924375000000003,0.02753125000000002,-0.02263333333333335,-0.016049999999999984,0.014533333333333329,-0.027700000000000002,0.01582727272727273,-0.01253636363636365,-0.034554545454545435,0.04579090909090908,0.014354545454545458,-0.002036363636363624,-0.028672727272727273,0.03517272727272727,-0.04569591516829503
TX,-0.0677179775280899,0.0029390000000000137,-0.013180555555555565,-0.015969811320754715,0.002779999999999997,-0.033628571428571424,-0.009791743119266063,0.023196460176991156,0.0020556701030927786,0.028740000000000012,0.03707809523809523,0.0030714285714285735,0.008605434782608704,-0.013039795918367354,-0.008051764705882359,0.009393975903614469,0.024836144578313273,0.025542352941176454,0.014873033707865175,0.024750019609882937
UT,-0.10126666666666666,0.052939999999999966,-0.05219333333333335,0.06406666666666667,-0.054255555555555564,0.036333333333333336,-0.09988095238095235,0.030580952380952358,-0.04213076923076921,0.0356,0.047954545454545465,-0.005037500000000014,0.005609999999999993,0.034777777777777776,-0.12012500000000001,0.10867500000000002,0.001488888888888873,-0.03810000000000001,0.02011666666666671,0.013983455563869965
VT,-0.027026315789473686,-0.04453181818181818,0.013485714285714292,-0.021963636363636362,0.03489999999999999,0.00016666666666667474,-0.0032999999999999948,0.03234999999999999,0.028405555555555573,0.022311111111111108,-0.0002944444444444552,0.010866666666666663,-0.0035888888888888884,-0.0408470588235294,-0.0251764705882353,0.03668823529411765,-0.05304374999999999,0.026157142857142848,0.019016666666666664,-0.02541343220822638
VA,-0.04323859649122807,-0.018996969696969696,-0.0092265625,0.008879661016949153,-0.014595312500000006,-0.008160937499999991,-0.006475757575757573,-0.022612698412698428,0.0092209677419355,0.023206779661016943,0.005037878787878776,0.03250701754385965,-0.023900000000000005,0.020073333333333335,-0.008823214285714299,-0.0047482758620689585,0.023537931034482748,0.025072580645161293,0.015169999999999993,0.020713176143592724
WA,-0.09818611111111113,0.00588421052631579,0.009392682926829262,0.007214634146341461,-0.00869555555555556,-0.02238260869565218,0.030162499999999995,-0.010774418604651156,-0.027270270270270257,0.04357714285714283,-0.011302777777777783,0.07068235294117642,-0.00020571428571427257,-0.036276470588235306,0.0030862068965517423,0.016849999999999987,0.009000000000000011,0.01059230769230768,0.02036538461538462,0.002723214122820766
WV,-0.06384761904761904,-0.03113181818181819,-0.011054166666666664,-0.013743478260869565,0.017960869565217384,-0.12685217391304351,0.020970833333333355,0.07485000000000001,-0.020707999999999997,-0.006878260869565217,-0.02086956521739131,0.009266666666666675,0.03656086956521738,0.04438260869565217,-0.0003666666666666659,-0.011226315789473666,0.01034999999999999,0.02341428571428571,0.0596909090909091,0.0646377627298863
WI,-0.04342826086956523,-0.019325000000000005,-0.0034510638297872306,0.0003145833333333276,-0.0012170212765957474,-0.013883333333333326,-0.006020833333333329,-0.0016520000000000046,-0.019910638297872336,0.026999999999999996,0.007847058823529407,-0.0012624999999999917,0.00021818181818182317,0.003067441860465109,-0.04730476190476189,-0.002683333333333339,0.007684090909090916,0.0006404761904761913,0.04073170731707318,0.024691664453934517
WY,-0.0035999999999999366,-0.014600000000000057,-0.0024999999999999467,0.006099999999999994,-0.0010999999999999899,0.009099999999999997,-0.005900000000000016,0.0030000000000000027,-0.0006000000000000449,-0.005099999999999993,0.006199999999999983,-0.0031999999999999806,0.01970000000000005,-0.020000000000000018,-0.005800000000000027,0.01739999999999997,-0.007899999999999907,-0.0007000000000000339,-0.017299999999999982,0.025459078830819992
